FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,INTPTLAT10,INTPTLON10,State,COUNTY,HH_COUNT,OHU_OWN,OHU_RENT,PERC_OWN,PERC_RENT,MHI,MED_VAL,HOUSINGCOS,MCR_ANNUAL,MSMOC_TOT_,TAX_RET,Avg_TransC,REtaxperow,DISP_INC,energy_cos,REtax_ACS,AVG_TTL,LOCALNAME,Shape_Area
2400,36,47,26600,36047026600,40.6126303,-73.9903254,New York,Kings County,1255,541,564,0.48959276,0.51040724,52688,677100,18053.8643,12120,24240,1264.083378,4739.517427,1153.809417,22546.49942,1895.024298,4232,5453.094559,Bensonhurst,1.77E-05
2401,36,47,26700,36047026700,40.6839731,-73.9440382,New York,Kings County,1747,739,942,0.439619274,0.560380726,58250,723200,19052.1951,12996,26772,1501.068644,5239.8438,333.9494904,27466.00934,1745.77903,1967,4746.172726,Bedford Stuyvesant,1.70E-05
2402,36,47,26800,36047026800,40.6104494,-73.9903619,New York,Kings County,1472,479,901,0.347101449,0.652898551,47315,758900,13966.4783,11988,17688,1643.45526,4256.192436,1645.774425,22360.44503,1837.230882,3912,4894.653354,Bensonhurst,1.90E-05
2403,36,47,26900,36047026900,40.6812827,-73.9433173,New York,Kings County,1160,322,736,0.304347826,0.695652174,25982,658700,14026.9565,11244,20388,1052.802948,2337.195221,571.7955714,5644.152331,1710.049722,2790,2263.646226,Bedford Stuyvesant,1.43E-05
2404,36,47,27000,36047027000,40.6058611,-73.989985,New York,Kings County,908,154,601,0.20397351,0.79602649,32917,551400,10115.698,10008,10536,1029.563907,2961.028985,2667.887322,14775.56813,1668.816856,3880,3395.888026,Bensonhurst,1.43E-05
2405,36,47,27200,36047027200,40.6081765,-73.9927384,New York,Kings County,1161,454,667,0.40499554,0.59500446,36094,697900,11674.7904,10800,12960,1335.618782,3246.814114,1173.982328,15643.20829,1805.543411,3961,3723.643783,Bensonhurst,1.41E-05
2406,36,47,27300,36047027300,40.6810841,-73.9374383,New York,Kings County,1208,386,963,0.28613788,0.71386212,40187,649100,11176.1987,8340,18252,1303.068571,3614.997473,640.1635528,20481.22157,1790.10921,1882,3124.473052,Bedford Stuyvesant,1.59E-05
2407,36,47,27400,36047027400,40.6109495,-73.995292,New York,Kings County,1041,412,457,0.47410817,0.52589183,41375,641600,12769.6985,10164,15660,1024.925262,3721.8633,1032.110831,18706.82886,1905.850388,3349,4270.758954,Bensonhurst,1.74E-05
2408,36,47,27500,36047027500,40.6838975,-73.9381789,New York,Kings County,1660,601,937,0.39076723,0.60923277,52958,579700,17022.0702,12708,23748,1468.361464,4763.805115,401.5930975,25368.24421,1763.375013,1523,4040.505462,Bedford Stuyvesant,1.73E-05
2409,36,47,27600,36047027600,40.6108964,-73.999489,New York,Kings County,1221,322,862,0.271959459,0.728040541,34450,711100,12540.7905,10116,19032,1334.446158,3098.92908,1653.788922,13453.72157,1802.518614,3613,3554.040238,Bensonhurst,1.59E-05
2410,36,47,27700,36047027700,40.6868289,-73.9387604,New York,Kings County,1495,250,1100,0.185185185,0.814814815,26676,617400,14830.2222,9828,36840,1647.22448,2399.623574,945.2656928,5866.441761,1707.229996,1494,1872.482469,Bedford Stuyvesant,1.73E-05
2411,36,47,112600,36047112600,40.6648986,-73.8931118,New York,Kings County,1288,324,943,0.255722178,0.744277822,30791,470000,16441.7711,11268,31500,1503.207422,2769.78593,830.3206608,7733.038835,1842.023587,1534,2004.380548,East New York,1.79E-05
2412,36,47,112800,36047112800,40.6617411,-73.8921088,New York,Kings County,1386,409,1051,0.280136986,0.719863014,36786,460400,15506.137,11136,26736,1411.595639,3309.062558,617.6734631,13656.18388,1919.983618,1844,2394.63294,East New York,1.96E-05
2413,36,47,113000,36047113000,40.6621691,-73.8964704,New York,Kings County,1349,437,985,0.307313643,0.692686357,29722,399500,11301.7975,8016,18708,1658.044238,2673.624677,679.026338,11849.27841,1962.506821,2412,1934.792591,East New York,2.07E-05
2414,36,47,113200,36047113200,40.6612558,-73.8988897,New York,Kings County,632,345,330,0.511111111,0.488888889,47708,357500,10717.8667,9804,11592,694.1850584,4291.544515,360.1041362,27193.45726,2399.51666,1571,3105.614861,East New York,2.11E-05
2415,36,47,113400,36047113400,40.6677793,-73.8996082,New York,Kings County,756,86,764,0.101176471,0.898823529,15682,337500,6385.3835,6060,9276,1317.403243,1410.664901,2741.52506,4927.325918,1937.785314,2708,1020.840368,East New York,1.63E-05
2416,36,47,114201,36047114201,40.6804227,-73.8973066,New York,Kings County,507,303,264,0.534391534,0.465608466,43546,575400,22644.1905,12852,31176,419.34971,3917.154302,247.6883967,11828.86538,2321.105805,2929,2834.68401,Cypress Hills,3.16E-05
2417,36,47,114202,36047114202,40.682397,-73.8912342,New York,Kings County,895,174,600,0.224806202,0.775193798,26318,474700,13326.4186,9636,26052,979.3428611,2367.419899,1007.296806,7278.68246,1632.274296,2094,1713.204744,Cypress Hills,1.22E-05
2418,36,47,114600,36047114600,40.6792066,-73.8923418,New York,Kings County,868,299,459,0.394459103,0.605540897,39231,559300,17010.4116,11316,25752,833.5381927,3529.001066,498.9146528,14244.02237,1893.771544,2350,2553.793423,Cypress Hills,1.71E-05
2419,36,47,115000,36047115000,40.6739223,-73.8865225,New York,Kings County,768,119,545,0.179216867,0.820783133,32361,350000,13593.6687,13884,12264,963.3385446,2911.014338,1451.679592,11890.47633,1870.54379,1229,2095.296837,East New York,1.69E-05
2420,36,47,115200,36047115200,40.6732693,-73.8909301,New York,Kings County,942,236,663,0.262513904,0.737486096,18293,409300,12729.1034,7944,26172,1107.083234,1645.535839,839.5377212,502.5982238,2224.955698,1125,1190.806839,East New York,1.77E-05
2421,36,47,115600,36047115600,40.6683267,-73.8958947,New York,Kings County,1505,175,1262,0.121781489,0.878218511,17624,381000,6827.833,4608,22836,1882.557621,1585.356346,1925.228014,6324.779508,1738.77374,2280,1147.257406,East New York,1.70E-05
2422,36,47,115800,36047115800,40.6688809,-73.8921624,New York,Kings County,956,320,539,0.372526193,0.627473807,43603,400000,16632.1537,11460,25344,983.2137815,3922.281703,549.8825303,18185.82056,2024.349537,1686,2838.3945,East New York,1.65E-05
2423,36,47,116000,36047116000,40.6694195,-73.8885305,New York,Kings County,821,359,472,0.432009627,0.567990373,28973,327200,8982.787,5976,12936,935.4724299,2606.248831,466.3462485,13478.10624,2019.822477,1268,1886.035453,East New York,1.61E-05
2424,36,47,116200,36047116200,40.6699382,-73.8850349,New York,Kings County,729,470,254,0.649171271,0.350828729,42381,384100,16554.7624,7752,21312,809.3479256,3812.357426,309.1955777,16889.42091,2389.904842,1362,2734.554419,East New York,1.53E-05
2425,36,47,116400,36047116400,40.6705099,-73.8811822,New York,Kings County,919,553,429,0.563136456,0.436863544,37865,429700,13483.7719,11916,14700,1207.866496,3406.123356,402.2012982,16362.23379,2339.063702,1335,2273.807248,East New York,1.93E-05
2426,36,47,116600,36047116600,40.6745627,-73.8822052,New York,Kings County,859,333,492,0.403636364,0.596363636,38103,433600,17285.9345,10500,27312,1230.058268,3427.532503,680.1913673,12747.83679,2353.596975,1389,2288.099236,East New York,1.70E-05
2427,36,47,116800,36047116800,40.6789908,-73.882516,New York,Kings County,607,187,556,0.251682369,0.748317631,35469,479500,20973.7873,11880,48012,786.2228108,3190.592614,774.2009465,7174.789713,1999.903811,2856,2129.926562,Cypress Hills,1.53E-05
2428,36,47,117000,36047117000,40.6776,-73.886181,New York,Kings County,520,93,563,0.141768293,0.858231707,37679,378400,14809.5549,11664,33852,527.7624632,3389.391838,1023.724586,15098.75109,1981.073981,1887,2400.228194,Cypress Hills,1.64E-05
2429,36,47,117201,36047117201,40.6808117,-73.8875149,New York,Kings County,754,308,385,0.444444444,0.555555556,44266,522200,17548,12012,24468,588.4451453,3981.92147,344.0257747,17766.28729,2135.771148,2331,2834.02009,Cypress Hills,1.38E-05
2430,36,47,117202,36047117202,40.6827365,-73.883765,New York,Kings County,1166,497,640,0.437115215,0.562884785,38281,478200,17963.6517,12456,25056,1226.888015,3443.544386,454.5673097,12532.8688,2042.146911,2554,2298.788201,Cypress Hills,1.62E-05
2431,36,47,117400,36047117400,40.6828584,-73.8797862,New York,Kings County,1166,317,842,0.273511648,0.726488352,51302,478000,17038.1363,13884,25416,1153.97219,4614.840629,670.3255066,24345.0674,2223.251611,1942,3080.704065,Cypress Hills,2.27E-05
2432,36,47,117601,36047117601,40.6847798,-73.8768792,New York,Kings County,822,272,581,0.31887456,0.68112544,40260,381100,13864.2063,11928,18000,943.1503476,3621.564144,638.5011588,18402.18297,1954.418698,2258,2417.627883,Cypress Hills,1.62E-05
2433,36,47,117602,36047117602,40.686235,-73.8744475,New York,Kings County,981,264,713,0.270214944,0.729785056,33375,534300,17280.1105,13068,28656,978.0231336,3002.2281,682.1735322,8919.886139,2168.594174,3125,2004.181088,Cypress Hills,1.53E-05
2434,36,47,117800,36047117800,40.6816528,-73.8742887,New York,Kings County,479,135,325,0.293478261,0.706521739,43500,442300,16407.6522,14520,20952,466.0272306,3913.0164,635.6633756,18369.40236,2197.737955,1817,2612.191081,Cypress Hills,1.49E-05
2435,36,47,118000,36047118000,40.6894045,-73.8779572,New York,Kings County,2,0,0,0,0,0,0,0,0,0,3.8709204,0,0,0,0,0,0,Cypress Hills,8.25E-05
2436,36,47,12600,36047012600,40.6347464,-74.0190561,New York,Kings County,872,251,674,0.271351351,0.728648649,35061,628300,14715.1524,12540,20556,1345.401996,3153.891218,951.5053386,12227.46178,1917.058027,4116,3047.436578,Bay Ridge,2.41E-05
2437,36,47,27100,36047027100,40.6787263,-73.9368676,New York,Kings County,930,159,787,0.16807611,0.83192389,42819,450000,11763.5899,10620,17424,1065.94038,3851.757454,1328.365396,22106.48257,1860.312283,1588,3236.857789,Bedford Stuyvesant,2.79E-05
2438,36,47,30500,36047030500,40.6773162,-73.9590607,New York,Kings County,2304,263,2157,0.108677686,0.891322314,51696,451100,15182.4496,14220,23076,3355.245713,4650.282662,5039.718336,22921.77609,1627.074981,2020,7314.416662,Crown Heights,3.43E-05
2439,36,47,34800,36047034800,40.5811474,-73.9833076,New York,Kings County,757,254,447,0.362339515,0.637660485,41414,407400,10315.5492,12120,7140,504.3305763,3725.371522,604.9545106,21516.24782,1956.635895,2167,3900.195567,Gravesend,6.00E-05
2440,36,47,44900,36047044900,40.7176049,-73.929984,New York,Kings County,1085,91,977,0.085205993,0.914794007,23385,555300,5624.5843,5052,11772,1395.316182,2103.583644,2982.725673,11045.15417,1639.178629,2563,2972.499257,Greenpoint,0.000226894
2441,36,47,46000,36047046000,40.632163,-73.965733,New York,Kings County,1257,473,737,0.390909091,0.609090909,53654,548500,14504.8364,11376,19380,1283.790287,4826.413378,2164.550431,25018.20815,1853.605966,4013,7450.93611,Flatbush-Central,2.09E-05
2442,36,47,76800,36047076800,40.6188042,-73.9608017,New York,Kings County,1141,333,870,0.27680798,0.72319202,48750,506000,12350.2743,12048,13140,1195.358177,4385.277,2862.784039,23342.6584,1901.873143,2933,6769.917161,Midwood,3.23E-05
2443,36,47,94600,36047094600,40.6446169,-73.9232797,New York,Kings County,679,508,177,0.741605839,0.258394161,56840,450300,22236.2803,9804,26568,734.7572067,5113.008096,625.4469781,22904.27936,2391.635538,2469,4194.796707,Flatbush-East,3.00E-05
2444,36,47,105804,36047105804,40.645084,-73.8812223,New York,Kings County,3035,75,2977,0.02457405,0.97542595,24708,350000,10101.8139,9768,23352,2914.475721,2222.593315,3457.774751,8764.047949,1726.230824,1608,1893.314012,Spring Creek,7.13E-05
2445,36,47,119800,36047119800,40.6763148,-73.8943856,New York,Kings County,992,162,740,0.179600887,0.820399113,36698,572900,15013.7029,11352,31740,2175.457265,3301.146571,2403.297225,14072.51585,1921.730215,3840,2388.904464,Cypress Hills,3.48E-05
2446,36,47,152200,36047152200,40.6439742,-73.9671836,New York,Kings County,1067,609,481,0.558715596,0.441284404,82583,812100,21450.055,12600,28440,1253.805175,7428.704215,755.7032195,42386.74836,2532.52365,4105,8784.968773,Flatbush-Central,4.15E-05
2447,36,47,501,36047000501,40.6958143,-73.9947007,New York,Kings County,1879,953,900,0.514301133,0.485698867,80107,494900,17870.4155,17352,18360,1737.071267,7205.977121,2600.965286,36501.21653,1412.983117,4711,17116.40773,Brooklyn Heights,8.92E-06
2448,36,47,502,36047000502,40.6951345,-73.9928612,New York,Kings County,1509,732,860,0.459798995,0.540201005,89545,554700,16552.9749,18600,14148,1538.255019,8054.966748,2998.658986,44486.1662,1317.873432,5160,19133.01872,Brooklyn Heights,1.03E-05
2449,36,47,1500,36047001500,40.6942748,-73.9830225,New York,Kings County,1453,133,950,0.122807018,0.877192982,51875,569300,13432.8421,10680,33096,2778.285667,4666.3845,29808.15373,21084.52135,1607.156389,1528,11084.09566,Downtown-Metrotech,3.25E-05
2450,36,47,35601,36047035601,40.5809306,-73.9696827,New York,Kings County,1528,238,1142,0.172463768,0.827536232,48478,239300,7789.7391,8928,2328,1305.283122,4360.809403,2423.987326,29620.43981,1494.644823,991,5212.366865,Coney Island,6.84E-06
2451,36,47,35602,36047035602,40.5778698,-73.9701982,New York,Kings County,2796,623,2009,0.236702128,0.763297872,38526,304700,8291.1064,9984,2832,2765.51924,3465.583214,1929.444238,21197.62524,1456.762577,1012,4114.922571,Coney Island,1.86E-05
2452,36,47,37401,36047037401,40.5879979,-73.9677549,New York,Kings County,1918,732,1187,0.381448671,0.618551329,50518,551900,12739.9229,12360,13356,2050.964575,4544.316379,2256.975939,24700.76558,1707.316792,3411,6825.678348,Ocean Parkway-South,2.40E-05
2453,36,47,37402,36047037402,40.5867949,-73.9719966,New York,Kings County,2181,473,1528,0.236381809,0.763618191,32364,608600,9013.997,8580,10416,2410.508776,2911.284202,4376.898063,14555.55526,1431.247504,3053,4451.916036,Ocean Parkway-South,3.20E-05
2454,36,47,50801,36047050801,40.6512352,-73.9607363,New York,Kings County,1344,0,1445,0,1,29272,0,12240,12240,0,1874.672295,2633.145197,0,10604.65146,1518.21803,0,2275.985312,Flatbush-Central,8.33E-06
2455,36,47,50803,36047050803,40.6539088,-73.9606234,New York,Kings County,909,95,870,0.098445596,0.901554404,47183,588600,12100.4145,10860,23460,1755.591189,4244.318455,3838.579244,25463.05221,1539.367231,2515,3835.847608,Flatbush-North,5.97E-06
2456,36,47,50804,36047050804,40.652835,-73.963573,New York,Kings County,2324,49,2245,0.02136007,0.97863993,40188,313200,10475.5867,10320,17604,3350.961772,3615.087427,13420.87259,21486.12323,1486.465776,0,3124.736872,Flatbush-Central,1.10E-05
2457,36,47,51001,36047051001,40.6461218,-73.9597677,New York,Kings County,1351,0,1327,0,1,45417,0,10320,10320,0,1918.937052,4085.458985,0,26037.99024,1442.243558,0,3531.307219,Flatbush-Central,8.19E-06
2458,36,27,210101,36027210101,41.5117031,-73.9660541,New York,Dutchess County,1994,1120,1142,0.495137047,0.504862953,52283,303100,14602.8647,9600,19704,2056.623244,9673.829381,2985.237701,20430.83798,2050.341188,3820,5525.126756,Beacon,0.00035918
2459,36,27,210201,36027210201,41.4973258,-73.9757361,New York,Dutchess County,1709,867,895,0.492054484,0.507945516,55058,260400,14769.6436,10908,18756,2513.544642,10187.28264,4713.133116,22277.76975,2004.922721,4057,5818.381289,Beacon,0.00036463
2460,36,27,210301,36027210301,41.4986409,-73.9557414,New York,Dutchess County,1575,1272,449,0.739105171,0.260894829,72588,311800,18570.4497,8832,22008,1666.475328,13430.82698,2129.874322,30632.49349,2283.32531,4637,7670.904519,Beacon,0.00046232
2461,36,27,20005,36027020005,41.5880013,-73.6958576,New York,Dutchess County,1839,1500,143,0.91296409,0.08703591,86632,371400,23660.2167,10152,24948,2425.103909,16029.36302,6727.634662,32793.85919,2989.300066,6057,11159.26102,Beekman,0.003826178
2462,36,27,610000,36027610000,41.5795479,-73.7195437,New York,Dutchess County,7,0,0,0,0,0,0,0,0,0,12.8445914,0,0,0,0,0,0,Beekman,0.000352939
2463,36,27,30000,36027030000,41.864288,-73.8195842,New York,Dutchess County,1602,1435,214,0.870224378,0.129775622,89255,381500,18293.2759,11328,19332,1846.199014,16514.69199,4177.446931,39495.47938,2671.903759,5795,12279.64897,Clinton,0.010892652
2464,36,27,40001,36027040001,41.6999367,-73.5656742,New York,Dutchess County,1847,1561,356,0.814293166,0.185706834,61990,245100,13787.7121,7788,15156,2101.243629,11469.89812,2546.867411,28268.74388,2275.005901,4115,6188.640003,Dover,0.008215354
2465,36,27,50102,36027050102,41.579742,-73.8391911,New York,Dutchess County,1196,1053,82,0.927753304,0.072246696,78673,323100,18429.3991,18396,18432,1372.458293,14556.72358,4245.425436,32797.27172,2774.640533,3985,10114.96507,East Fishkill,0.001072081
2466,36,27,50205,36027050205,41.5373236,-73.7376684,New York,Dutchess County,1812,1740,100,0.945652174,0.054347826,86250,390200,23709.5217,15732,24168,2559.288369,15958.68225,5973.696106,32524.02548,2933.324374,6350,11124.44619,East Fishkill,0.005173138
2467,36,27,60100,36027060100,41.5336786,-73.969858,New York,Dutchess County,1999,801,966,0.453310696,0.546689304,79020,357000,20235.7284,14796,26796,2187.120275,14620.92836,5373.540669,33119.87646,2267.401386,4337,8776.065394,Fishkill,0.000789398
2468,36,27,70101,36027070101,41.8352609,-73.9148731,New York,Dutchess County,1679,1195,405,0.746875,0.253125,63654,283900,18803.5125,10800,21516,2147.527494,11777.78504,4807.755606,22870.35881,2422.919854,4833,7779.423792,Hyde Park,0.003608877
2469,36,27,70102,36027070102,41.8068385,-73.8796102,New York,Dutchess County,1283,1060,271,0.796393689,0.203606311,77957,272700,18237.2682,9684,20424,1508.576955,14424.24339,3375.03795,33674.93776,2533.420732,4857,9087.129921,Hyde Park,0.002244734
2470,36,27,70201,36027070201,41.7805608,-73.943502,New York,Dutchess County,1291,815,431,0.654093098,0.345906902,60152,281400,15057.9294,9540,17976,1984.826485,11129.81629,5463.460693,24938.01923,2150.661562,4824,6875.573523,Hyde Park,0.00104755
2471,36,27,70301,36027070301,41.7697276,-73.8850699,New York,Dutchess County,2431,1878,594,0.759708738,0.240291262,70174,247600,16378.9515,9888,18432,2387.816355,12984.16891,2502.602007,30526.71001,2513.496313,4437,7770.673273,Hyde Park,0.002490013
2472,36,27,80103,36027080103,41.690616,-73.8149329,New York,Dutchess County,1569,1346,96,0.933425798,0.066574202,96181,356400,22359.3287,12984,23028,1957.718867,17796.1973,4225.964441,40970.11759,2912.149037,6110,12143.20737,La Grange,0.003812708
2473,36,27,180001,36027180001,41.6989714,-73.6947348,New York,Dutchess County,1708,1364,378,0.783008037,0.216991963,82278,397600,19275.0861,13224,20952,2269.033936,15223.75024,6493.291394,33720.62378,2748.850006,5956,11309.68987,Union Vale,0.010589408
2474,36,27,90000,36027090000,41.9780941,-73.7830154,New York,Dutchess County,964,757,188,0.801058201,0.198941799,69427,348900,18934.946,8832,21444,1200.706452,12845.95284,4437.469137,26070.15516,2469.249419,4167,9106.696583,Milan,0.010290335
2475,36,27,100000,36027100000,41.9458425,-73.5466302,New York,Dutchess County,1259,855,300,0.74025974,0.25974026,57418,262000,14131.013,9876,15624,1408.072157,10623.94919,2969.363979,22272.43232,2277.039186,3555,8113.566311,Northeast,0.012294944
2476,36,47,28200,36047028200,40.60025,-74.0054401,New York,Kings County,1224,423,703,0.375666075,0.624333925,34362,595200,11244.4369,11844,10248,1330.928286,3091.013093,1255.593857,14815.14022,1666.448088,3335,3544.961702,Bath Beach,1.86E-05
2477,36,47,28300,36047028300,40.6952563,-73.9404379,New York,Kings County,1421,152,1086,0.122778675,0.877221325,16118,594800,7238.2876,6204,14628,1605.831771,1449.885019,914.6317974,4392.487706,1732.107421,2357,1305.232253,Bedford Stuyvesant,1.30E-05
2478,36,47,28400,36047028400,40.6056742,-73.9989428,New York,Kings County,1408,250,1148,0.178826896,0.821173104,35354,705000,11206.1803,10380,15000,1531.446997,3180.247858,2444.538358,15594.08169,1726.188601,4634,3647.301555,Bensonhurst,1.75E-05
2479,36,47,28501,36047028501,40.6994266,-73.9420907,New York,Kings County,125,28,144,0.162790698,0.837209302,59583,0,11824.7442,14124,0,122.9782559,5359.753015,380.2420429,35287.7565,2285.727461,0,4825.018821,Bedford Stuyvesant,8.87E-06
2480,36,47,28502,36047028502,40.6974508,-73.9408852,New York,Kings County,1092,0,1160,0,1,16161,0,4404,4404,0,1117.984144,1453.753058,0,7305.551589,1688.980968,0,1308.714384,Bedford Stuyvesant,1.28E-05
2481,36,47,28600,36047028600,40.5987719,-74.0019272,New York,Kings County,2033,184,1749,0.095188826,0.904811174,36518,694400,10287.3647,10164,11460,2381.599426,3284.954779,5165.183898,17714.70546,1463.589244,3639,3767.385817,Bath Beach,1.89E-05
2482,36,47,28700,36047028700,40.6956337,-73.9354207,New York,Kings County,1076,154,952,0.139240506,0.860759494,23025,526000,8207.3924,6336,19776,1095.211355,2071.20006,782.9943071,9133.184585,1851.359554,1854,1761.863401,Bedford Stuyvesant,1.59E-05
2483,36,27,110003,36027110003,41.5623586,-73.6338855,New York,Dutchess County,1429,1228,208,0.855153203,0.144846797,92800,378800,24287.3649,10752,26580,1803.218207,17170.61696,6602.939319,35901.63223,2831.46602,7399,12608.91989,Pawling,0.006129236
2484,36,27,120000,36027120000,41.9718946,-73.6467978,New York,Dutchess County,1007,732,188,0.795652174,0.204347826,60543,273400,14007.5478,10704,14856,1183.038359,11202.16231,3420.463527,23921.31181,2365.981031,3405,9045.997043,Pine Plains,0.008769097
2485,36,27,130003,36027130003,41.7468562,-73.7938468,New York,Dutchess County,2103,1211,766,0.612544259,0.387455741,84479,327800,16975.3384,12984,19500,2660.836711,15630.99731,6190.139824,38053.74558,2352.658656,4798,11466.26006,Pleasant Valley,0.003635467
2486,36,27,220100,36027220100,41.7093686,-73.9367314,New York,Dutchess County,2043,187,2129,0.08074266,0.91925734,25551,217700,9202.8083,9228,8916,2560.26309,4727.655538,18112.40561,7439.864213,1580.096098,2524,2600.575851,Poughkeepsie,0.000137432
2487,36,27,220300,36027220300,41.7081741,-73.910203,New York,Dutchess County,1655,573,1477,0.279512195,0.720487805,29015,211200,12314.8566,9276,20148,1838.57066,5368.593223,4854.652978,6340.156332,1949.717357,3385,3041.676488,Poughkeepsie,0.000211405
2488,36,27,221100,36027221100,41.7003625,-73.9184355,New York,Dutchess County,1454,240,1071,0.183066362,0.816933638,30304,259100,10627.167,9096,17460,1708.5251,5607.094573,12398.55595,9069.882102,1742.248176,4156,3257.60815,Poughkeepsie,9.22E-05
2489,36,27,220700,36027220700,41.6931555,-73.9380338,New York,Dutchess County,950,372,779,0.32319722,0.67680278,31203,206400,12967.7463,9516,20196,1047.937372,5773.434925,4250.108835,7298.649615,1893.672402,3317,3269.496758,Poughkeepsie,0.000139208
2490,36,27,220801,36027220801,41.6872214,-73.9269229,New York,Dutchess County,1856,814,1095,0.426401257,0.573598743,33821,351100,14034.0911,9168,20580,1930.502567,6257.838752,3578.109617,8097.378542,1887.876913,5828,3543.814692,Poughkeepsie,0.000202366
2491,36,47,28800,36047028800,40.6045113,-73.9965623,New York,Kings County,1175,294,749,0.281879195,0.718120805,28407,655100,11991.9463,9888,17352,1281.678076,2555.334641,1739.66858,9221.310094,1707.795873,4339,2930.613092,Bensonhurst,1.63E-05
2492,36,47,28900,36047028900,40.6930489,-73.9330068,New York,Kings County,1281,340,1056,0.243553009,0.756446991,27143,512600,12275.1748,7824,26100,1495.101993,2441.632279,600.2499721,8703.41353,1781.692587,2831,1941.086804,Bedford Stuyvesant,1.76E-05
2493,36,47,29000,36047029000,40.6031741,-73.9943478,New York,Kings County,1522,258,1169,0.180798879,0.819201121,38206,757500,11677.2278,11508,12444,2061.473063,3436.797806,3188.54722,17584.01,1566.435758,5338,3941.528631,Bensonhurst,1.65E-05
2494,36,47,29100,36047029100,40.6904272,-73.933541,New York,Kings County,1228,240,841,0.222016651,0.777983349,30669,486400,13741.0546,10560,24888,1415.921305,2758.811494,846.3870142,10238.64613,1777.722564,1290,2152.765213,Bedford Stuyvesant,1.75E-05
2495,36,47,29200,36047029200,40.5972222,-74.000797,New York,Kings County,934,176,588,0.230366492,0.769633508,25104,633000,10379.4346,9528,13224,1111.64759,2258.215258,2520.515414,8267.333648,1609.157971,3583,2589.858523,Bath Beach,2.19E-05
2496,36,47,29300,36047029300,40.6874968,-73.9329582,New York,Kings County,1316,226,1089,0.171863118,0.828136882,29922,645300,10639.4646,7416,26172,1424.568153,2691.615557,904.3070336,12949.18989,1541.399303,1819,2100.33065,Bedford Stuyvesant,1.75E-05
2497,36,47,29400,36047029400,40.594277,-74.0005407,New York,Kings County,600,76,447,0.145315488,0.854684512,29871,654300,9398.1797,9168,10752,868.9144138,2687.027882,4562.451951,13258.89621,1445.249303,3727,3081.646907,Gravesend,1.67E-05
2498,36,47,29500,36047029500,40.684566,-73.9323759,New York,Kings County,1525,676,833,0.447978794,0.552021206,55361,701400,22365.3757,11544,35700,1325.38653,4979.965538,331.5253143,22173.05116,1849.044508,2318,3993.563092,Bedford Stuyvesant,1.75E-05
2499,36,47,29600,36047029600,40.6009574,-73.9930188,New York,Kings County,2076,581,1215,0.323496659,0.676503341,37454,508300,11469.8619,11268,11892,2568.046648,3369.152098,1763.850086,17115.27622,1635.761367,3871,3863.94842,Gravesend,2.28E-05
2500,36,47,29700,36047029700,40.6812727,-73.9316176,New York,Kings County,1423,635,877,0.419973545,0.580026455,51944,686100,20456.3571,12156,31920,1071.598301,4672.591354,315.4292657,21044.02301,1953.755113,2219,3817.273427,Bedford Stuyvesant,2.19E-05
2501,36,47,29800,36047029800,40.6008233,-73.9879075,New York,Kings County,1296,459,774,0.372262774,0.627737226,41229,688000,14560.5547,10692,21084,1434.172413,3708.729958,1270.423344,16767.9905,1915.087788,3576,4276.637053,Bensonhurst,2.35E-05
2502,36,47,29900,36047029900,40.678138,-73.925833,New York,Kings County,902,136,501,0.213500785,0.786499215,34517,581400,12661.1491,10176,21816,803.940294,3104.956025,1104.914268,14052.66555,2161.635552,3600,2536.593772,Bedford Stuyvesant,1.53E-05
2503,36,47,30000,36047030000,40.5974031,-73.9887444,New York,Kings County,1375,517,731,0.414262821,0.585737179,41213,608400,12831.9808,10416,16248,1598.294549,3707.290687,1236.811885,18674.41564,1744.439728,3576,4254.873145,Gravesend,2.08E-05
2504,36,47,30100,36047030100,40.6776216,-73.9162281,New York,Kings County,996,342,656,0.342685371,0.657314629,41646,512200,16092.1924,11688,24540,830.995977,3746.240942,454.1679769,16720.26322,2026.811968,1142,3060.491474,Ocean Hill,2.07E-05
2505,36,47,30200,36047030200,40.5957121,-73.990647,New York,Kings County,1495,658,776,0.458856346,0.541143654,43889,629300,12721.4728,11868,13728,1498.613523,3948.008662,908.8634704,20758.17328,1933.528945,3472,4527.816313,Gravesend,2.25E-05
2506,36,47,30300,36047030300,40.675116,-73.9179374,New York,Kings County,1605,299,1134,0.208653175,0.791346825,22613,607900,11893.1221,9204,22092,1683.249991,2034.138847,1052.255311,5110.505872,1913.443484,2926,1661.789697,Ocean Hill,2.70E-05
2507,36,47,30400,36047030400,40.5903112,-73.9964693,New York,Kings County,1605,662,964,0.407134071,0.592865929,36841,616100,11046.155,10284,12156,1780.043293,3314.01005,1073.019144,16888.42505,1791.701732,3348,3800.708168,Gravesend,4.74E-05
2508,36,47,30600,36047030600,40.5911556,-73.9861335,New York,Kings County,683,340,344,0.497076023,0.502923977,40556,659700,13127.5088,11004,15276,707.1162416,3648.190646,844.2446535,17461.4671,2114.001903,3591,4204.83155,Gravesend,2.06E-05
2509,36,47,30700,36047030700,40.675574,-73.9262028,New York,Kings County,1969,178,1763,0.091705307,0.908294693,16158,483100,6548.3277,4584,26004,2035.384092,1453.483195,2151.868661,5529.941244,1439.160226,2676,1187.087635,Crown Heights,2.83E-05
