FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,INTPTLAT10,INTPTLON10,State,COUNTY,HH_COUNT,OHU_OWN,OHU_RENT,PERC_OWN,PERC_RENT,MHI,MED_VAL,HOUSINGCOS,MCR_ANNUAL,MSMOC_TOT_,TAX_RET,Avg_TransC,REtaxperow,DISP_INC,energy_cos,REtax_ACS,AVG_TTL,LOCALNAME,Shape_Area
2510,36,47,30800,36047030800,40.5865418,-73.9795129,New York,Kings County,777,339,365,0.481534091,0.518465909,42303,382800,8677.3295,8712,8640,871.4485638,3805.340983,1139.012973,23494.54734,1822.271954,1417,4503.510218,Gravesend,7.28E-05
2511,36,47,30900,36047030900,40.6760588,-73.9329861,New York,Kings County,607,76,467,0.139963168,0.860036832,38933,88600,9529.1271,9252,11232,633.0914198,3502.194655,1690.349887,21005.30179,2045.427324,2296,2850.94913,Crown Heights,1.52E-05
2512,36,47,31100,36047031100,40.6764143,-73.9390103,New York,Kings County,1072,219,843,0.206214689,0.793785311,37835,483600,13536.4068,10656,24624,1243.533913,3403.424724,1152.224996,16295.67916,1828.943502,3467,2770.545818,Crown Heights,1.55E-05
2513,36,47,31300,36047031300,40.6765685,-73.9443073,New York,Kings County,2116,386,1683,0.186563557,0.813436443,27625,654500,11667.8047,9288,22044,2127.627077,2484.9903,1031.716487,9585.878524,1647.86511,2958,2238.461366,Crown Heights,1.85E-05
2514,36,47,31400,36047031400,40.5845064,-73.9941004,New York,Kings County,1958,1156,726,0.61424017,0.38575983,44038,417100,11079.0223,10224,11616,2278.40851,3961.411867,786.5179791,22620.48826,1833.889645,2461,4543.187924,Gravesend,9.32E-05
2515,36,47,40400,36047040400,40.6021856,-73.9854194,New York,Kings County,856,444,362,0.550868486,0.449131514,61705,752400,14446.5112,10824,17400,792.080647,5550.636252,1504.23425,31354.06017,1938.057628,3842,8415.734746,Gravesend,1.63E-05
2516,36,47,40500,36047040500,40.6815808,-73.9051926,New York,Kings County,524,161,314,0.338947368,0.661052632,65795,435500,15061.9705,8664,27540,616.7666504,5918.549748,685.5939081,38840.0119,1691.455996,1119,4283.01186,Bushwick,1.47E-05
2517,36,47,40600,36047040600,40.6005116,-73.9823218,New York,Kings County,1182,469,634,0.425203989,0.574796011,51080,627700,14163.4705,10056,19716,939.0524194,4594.870752,1719.63331,23491.71474,1803.498845,3342,7026.445159,Gravesend,1.56E-05
2518,36,47,40700,36047040700,40.6843029,-73.9012184,New York,Kings County,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cypress Hills,5.38E-05
2519,36,47,40800,36047040800,40.6012012,-73.9791341,New York,Kings County,1111,512,530,0.491362764,0.508637236,37500,566200,11941.4511,12024,11856,919.0725806,3373.29,1541.695854,15035.84943,1990.997308,3220,5158.412167,Gravesend,1.63E-05
2520,36,47,40900,36047040900,40.6910417,-73.9046452,New York,Kings County,1157,203,849,0.192965779,0.807034221,32097,489700,15605.8175,12276,29532,1396.520113,2887.266377,910.1664759,9430.000772,1990.666771,2823,2183.248581,Bushwick,1.79E-05
2521,36,47,41000,36047041000,40.6009797,-73.9754514,New York,Kings County,730,443,226,0.662182362,0.337817638,38958,579700,10118.8161,8172,11112,765.1102941,3504.443515,1483.334763,18216.22418,1759.54497,2977,5358.971232,Gravesend,1.52E-05
2522,36,47,41100,36047041100,40.6878791,-73.9071495,New York,Kings County,1154,234,896,0.207079646,0.792920354,33182,551900,13363.3912,9216,29244,1286.43588,2984.866901,983.8847526,12741.89315,1931.822921,1469,2160.025831,Bushwick,1.44E-05
2523,36,47,41200,36047041200,40.6041574,-73.9741916,New York,Kings County,1051,349,657,0.346918489,0.653081511,40606,588500,11102.7316,11748,9888,1148.253083,3652.688366,2825.732517,18490.81223,1774.101551,3033,5585.666252,Gravesend,1.76E-05
2524,36,47,41300,36047041300,40.6898146,-73.91062,New York,Kings County,1247,251,761,0.248023715,0.751976285,40000,614800,15120.6996,11820,25128,1218.615249,3598.176,824.0951175,16476.02152,2148.264343,1423,2656.838541,Bushwick,1.73E-05
2525,36,47,41401,36047041401,40.6017065,-73.9710654,New York,Kings County,490,290,159,0.645879733,0.354120267,49226,530300,8391.1804,9360,7860,553.5590607,4428.095294,1639.399588,27856.78133,1778.529718,3053,6771.413262,Ocean Parkway-South,1.44E-05
2526,36,47,41402,36047041402,40.6024158,-73.9679374,New York,Kings County,697,233,473,0.330028329,0.669971671,41188,1000001,13911.2295,12636,16500,854.431926,3705.041827,3149.491222,16108.14761,1797.856257,4453,5665.724808,Ocean Parkway-South,1.64E-05
2527,36,47,41500,36047041500,40.6919502,-73.9143896,New York,Kings County,1263,395,857,0.315495208,0.684504792,32589,479500,14431.7923,11952,19812,1166.243579,2931.523942,423.5778939,10893.23557,2044.911404,1244,2287.536781,Bushwick,1.73E-05
2528,36,47,41600,36047041600,40.6024112,-73.9634864,New York,Kings County,736,369,355,0.509668508,0.490331492,41776,784700,13093.7569,11736,14400,834.4520873,3757.935014,1942.199755,16995.27298,2182.426392,4000,5746.608711,Ocean Parkway-South,1.73E-05
2529,36,47,41700,36047041700,40.6937625,-73.9179179,New York,Kings County,1320,199,982,0.16850127,0.83149873,30151,607900,10532.4945,7548,25260,1437.538424,2712.215114,1036.352507,13109.78693,1680.098485,2302,2116.404968,Bushwick,1.50E-05
2530,36,47,41800,36047041800,40.6054,-73.9648517,New York,Kings County,866,222,472,0.319884726,0.680115274,30159,456300,10645.3487,10392,11184,1034.250474,2712.93475,4001.212438,10941.38846,1710.726687,2526,4148.601401,Ocean Parkway-South,1.75E-05
2531,36,47,41900,36047041900,40.6953233,-73.9210331,New York,Kings County,1177,256,835,0.234647113,0.765352887,32523,525600,11395.9193,8124,22068,1243.658646,2925.586951,686.5791672,13876.26059,2041.357688,2000,2283.875472,Bushwick,1.63E-05
2532,36,47,49300,36047049300,40.7078076,-73.9413538,New York,Kings County,2978,167,2970,0.053235575,0.946764425,22145,532100,7106.3028,6792,12696,3026.687983,1992.040188,1569.065302,9630.963266,1622.396298,1451,1793.297447,Williamsburg-East,2.43E-05
2533,36,47,49400,36047049400,40.6429642,-73.9738207,New York,Kings County,1964,530,1556,0.254074784,0.745925216,43596,492900,13622.4851,11784,19020,2725.602459,3921.652022,2144.360829,19377.4788,1672.086693,2765,5002.297386,Ocean Parkway-North,1.95E-05
2534,36,47,49500,36047049500,40.7123628,-73.9433572,New York,Kings County,1166,244,805,0.232602479,0.767397521,61771,558300,13038.7836,14052,9696,1479.16352,5556.573242,968.0088176,33918.11748,1699.178765,2108,7558.346911,Williamsburg-East,1.38E-05
2535,36,47,49600,36047049600,40.643687,-73.9804383,New York,Kings County,1413,392,1013,0.279003559,0.720996441,49904,598100,12962.1523,12624,13836,1507.983474,4489.084378,1604.064168,24725.35217,2001.320483,2996,5726.090668,Kensington,2.16E-05
2536,36,47,49700,36047049700,40.7162254,-73.9446004,New York,Kings County,1355,384,950,0.287856072,0.712143928,70433,715500,19145.4333,18876,19812,1891.268179,6335.758255,869.0360237,34021.74432,1674.24958,2824,9255.814549,Greenpoint,1.76E-05
2537,36,47,49800,36047049800,40.6454295,-73.9826813,New York,Kings County,1593,478,1054,0.312010444,0.687989556,51711,649000,14773.6919,12984,18720,1613.136046,4651.631978,1407.195124,24533.19939,1819.047059,3238,5933.429675,Kensington,2.18E-05
2538,36,47,49900,36047049900,40.7209167,-73.9468849,New York,Kings County,827,149,577,0.20523416,0.79476584,46786,865300,15456.4628,9792,37392,1004.076583,4208.606558,1498.557165,19810.78678,1607.281452,292,5702.862408,Greenpoint,1.50E-05
2539,36,47,50000,36047050000,40.6482579,-73.9774537,New York,Kings County,1507,748,844,0.469849246,0.530150754,46339,407800,14498.5327,13416,15720,1745.771676,4168.396942,973.188723,20632.20503,1722.830311,2597,5317.035016,Kensington,2.11E-05
2540,36,47,50100,36047050100,40.7157329,-73.9489472,New York,Kings County,1369,369,948,0.280182232,0.719817768,61888,787000,15742.5786,16452,13920,1643.49347,5567.097907,783.3576629,30841.07756,1597.084362,1726,8140.161575,Greenpoint,1.86E-05
2541,36,47,50202,36047050202,40.6534936,-73.9753253,New York,Kings County,1046,734,383,0.657117278,0.342882722,82784,635900,17970.7789,15960,19020,1216.42407,7446.78505,691.0351965,46127.26132,1740.363219,2399,9498.811515,Windsor Terrace,1.48E-05
2542,36,47,66200,36047066200,40.6093052,-73.924372,New York,Kings County,541,386,123,0.758349705,0.241650295,82995,482400,23235.4185,13116,26460,666.2164184,7465.765428,1997.053047,40679.66962,2362.506216,3203,9251.64024,Marine Park,2.46E-05
2543,36,47,67000,36047067000,40.6127246,-73.9227642,New York,Kings County,972,691,371,0.650659134,0.349340866,49091,559200,20133.3107,14496,23160,1059.761982,4415.95145,1774.564799,16967.1322,2102.320917,3084,5472.284728,Old Mill Basin,2.22E-05
2544,36,47,42000,36047042000,40.6092377,-73.9643322,New York,Kings County,518,327,172,0.655310621,0.344689379,47542,753800,15228.7455,13656,16056,514.0121351,4276.612085,1323.718172,19032.89732,2446.951357,3526,6556.793735,Ocean Parkway-North,1.79E-05
2545,36,47,42100,36047042100,40.6970293,-73.9240384,New York,Kings County,1249,234,923,0.202247191,0.797752809,40464,516000,13489.7528,12036,19224,1297.024199,3639.914842,768.2066611,18609.2174,1882.047792,1357,2843.067168,Bushwick,1.63E-05
2546,36,47,42200,36047042200,40.6068679,-73.969988,New York,Kings County,1163,324,748,0.302238806,0.697761194,46190,773200,13568.7313,12876,15168,1366.856025,4154.993736,3623.235952,20237.82027,1874.666483,3456,6353.788213,Ocean Parkway-North,2.42E-05
2547,36,47,42300,36047042300,40.6990021,-73.9272887,New York,Kings County,1182,220,797,0.216322517,0.783677483,36578,617300,13919.4926,12972,17352,1392.297339,3290.352043,826.2700673,14821.05068,1929.482049,1474,2617.62263,Bushwick,1.94E-05
2548,36,47,42400,36047042400,40.6067483,-73.9760484,New York,Kings County,1353,359,945,0.275306748,0.724693252,38821,655800,10922.2362,10800,11244,1442.805796,3492.119762,3357.733551,17519.53991,1631.660217,3272,5255.443913,Gravesend,1.71E-05
2549,36,47,42500,36047042500,40.7014485,-73.9309587,New York,Kings County,952,62,895,0.064785789,0.935214211,30025,409100,12243.3103,11448,23724,1085.831632,2700.88086,1508.903844,10799.13312,1908.864663,7875,2372.811053,Bushwick,1.79E-05
2550,36,47,42600,36047042600,40.605675,-73.9801891,New York,Kings County,1450,438,864,0.33640553,0.66359447,42094,561900,11458.0092,10800,12756,1570.741524,3786.540514,3006.05846,19315.73704,1824.330164,2722,5709.383087,Gravesend,1.81E-05
2551,36,47,42700,36047042700,40.7036936,-73.9271843,New York,Kings County,1545,85,1651,0.048963134,0.951036866,38952,451600,11002.818,10692,17040,2132.74022,3503.903789,2118.798866,19915.30159,1763.635412,2418,2766.341206,Bushwick,1.59E-05
2552,36,47,42800,36047042800,40.6056458,-73.9843266,New York,Kings County,1580,514,911,0.360701754,0.639298246,39879,579100,11762.9558,11724,11832,1497.146618,3587.291518,2057.764133,17957.38821,1618.938,3490,4952.426473,Gravesend,1.75E-05
2553,36,47,42900,36047042900,40.7017991,-73.9234556,New York,Kings County,1719,32,1908,0.016494845,0.983505155,30813,184700,10596.866,10680,5640,2307.834058,2771.764927,6090.112259,13388.71951,1867.333902,1444,2188.31566,Bushwick,1.79E-05
2554,36,47,43000,36047043000,40.6092493,-73.984202,New York,Kings County,1321,303,922,0.247346939,0.752653061,41397,786100,10967.7845,10668,11880,1589.344598,3723.842297,2590.186679,20841.5178,1579.355035,5111,4284.50037,Gravesend,1.70E-05
2555,36,47,43100,36047043100,40.6996605,-73.919698,New York,Kings County,1625,45,1631,0.026849642,0.973150358,27798,533700,11654.7924,11292,24804,2063.432242,2500.552411,3872.116336,9860.370045,1808.092475,0,1974.192669,Bushwick,1.79E-05
2556,36,47,43200,36047043200,40.6106815,-73.9806847,New York,Kings County,1496,423,1041,0.288934426,0.711065574,30957,472500,10935.5164,10620,11712,1769.223909,2784.718361,2065.370912,12377.61442,1655.167971,2665,3203.982848,Gravesend,1.58E-05
2557,36,47,43300,36047043300,40.697522,-73.915939,New York,Kings County,1258,174,1180,0.128508124,0.871491876,26667,544000,12157.4003,9084,33000,1462.907296,2398.813985,821.7848316,8279.573871,1942.303876,1450,1888.907968,Bushwick,1.79E-05
2558,36,47,43400,36047043400,40.6100424,-73.9769277,New York,Kings County,1274,384,920,0.294478528,0.705521472,43804,588200,12985.0307,12144,15000,1494.476742,3940.362538,1921.823768,20629.73635,1715.250724,3035,4533.619687,Gravesend,1.49E-05
2559,36,47,43500,36047043500,40.695384,-73.9121802,New York,Kings County,1342,289,1166,0.19862543,0.80137457,30925,547100,16251.9588,13356,27936,1255.403066,2781.83982,540.7580744,7482.311977,2229.943571,1486,2178.945833,Bushwick,1.79E-05
2560,36,47,43600,36047043600,40.61313,-73.9778573,New York,Kings County,1578,326,1310,0.199266504,0.800733496,32188,658500,11457.0367,11304,12072,2016.865974,2895.452227,3055.027072,12845.51547,1658.606902,3837,3331.388697,Borough Park,1.46E-05
2561,36,47,43700,36047043700,40.6932405,-73.9084407,New York,Kings County,1604,211,1283,0.141231593,0.858768407,31705,560600,12342.9799,11460,17712,1693.109098,2852.004252,929.4062313,12253.62161,2050.329102,1864,2206.065136,Bushwick,1.78E-05
2562,36,47,43800,36047043800,40.6103301,-73.9710945,New York,Kings County,924,224,709,0.240085745,0.759914255,45594,635000,14136.4116,12984,17784,1032.17128,4101.380914,3507.830468,19419.58456,1820.280774,4094,6116.34215,Ocean Parkway-North,1.66E-05
2563,36,47,43900,36047043900,40.6975122,-73.909371,New York,Kings County,1192,258,903,0.222222222,0.777777778,37156,578500,10548,11172,8364,956.9364613,3342.345686,313.2089004,18603.58444,2023.279217,1636,2638.790661,Wyckoff Heights,2.13E-05
2564,36,47,44000,36047044000,40.6130385,-73.9709769,New York,Kings County,920,330,557,0.372040586,0.627959414,60958,717200,16087.2785,12288,22500,899.1344711,5483.440315,2062.943477,29028.74858,2179.884459,4538,8178.648146,Ocean Parkway-North,2.14E-05
2565,36,47,44100,36047044100,40.7014036,-73.9140585,New York,Kings County,1826,158,1790,0.08110883,0.91889117,36299,481300,13650.2957,11364,39552,1822.678215,3265.254766,974.145019,14996.45804,1809.064321,1377,2577.927178,Wyckoff Heights,1.51E-05
2566,36,47,44200,36047044200,40.6123965,-73.9655936,New York,Kings County,879,356,415,0.461738003,0.538261997,50733,653300,15171.2529,14052,16476,809.6112392,4563.656575,1816.923015,21774.9332,2179.407287,3875,7043.75004,Ocean Parkway-North,1.95E-05
2567,36,47,44300,36047044300,40.7032963,-73.9167103,New York,Kings County,1756,288,1490,0.161979753,0.838020247,44198,507700,13156.5624,11448,21996,1759.449885,3975.804571,515.8876267,21958.06698,1968.657945,2672,3138.908108,Wyckoff Heights,1.77E-05
2568,36,47,8600,36047008600,40.6479769,-74.0037438,New York,Kings County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunset Park,1.21E-05
2569,36,47,8800,36047008800,40.6502102,-74.0014031,New York,Kings County,1101,295,898,0.247275775,0.752724225,43321,276300,10384.7376,11904,5760,1368.318232,3896.914562,837.1063719,23225.77936,1725.705668,2404,4087.86281,Sunset Park,2.02E-05
2570,36,47,9000,36047009000,40.6472568,-73.9972994,New York,Kings County,832,137,714,0.160987074,0.839012926,29052,372500,10557.0106,11436,5976,943.398895,2613.355229,1242.768812,11263.34695,1876.877968,1616,2741.409255,Sunset Park,1.58E-05
2571,36,47,9200,36047009200,40.6453168,-73.9993384,New York,Kings County,1544,308,1324,0.18872549,0.81127451,35417,604200,10840.0294,11028,10032,1904.922003,3185.914985,1113.365614,16270.59452,1819.252382,2639,3301.208716,Sunset Park,1.21E-05
2572,36,47,9400,36047009400,40.6433565,-74.0013789,New York,Kings County,1574,477,1181,0.287696019,0.712303981,39830,675400,11353.6864,10860,12576,2128.911071,3582.883752,792.2678346,19538.31582,1893.164886,3713,3461.949143,Sunset Park,1.61E-05
2573,36,47,9600,36047009600,40.6460153,-74.0057847,New York,Kings County,1778,567,1340,0.297325642,0.702674358,44606,593300,13551.398,11928,17388,2413.34755,4012.505966,755.5612804,21229.39869,1935.627213,2517,3877.070135,Sunset Park,1.60E-05
2574,36,47,9800,36047009800,40.6437764,-74.0081153,New York,Kings County,1754,400,1420,0.21978022,0.78021978,35821,646700,11761.5824,10224,17220,2226.631579,3222.256562,988.1463157,15681.71771,2041.948972,2885,3113.494357,Sunset Park,1.61E-05
2575,36,47,10000,36047010000,40.6415355,-74.0104457,New York,Kings County,1798,374,1581,0.191304348,0.808695652,27434,647800,12771.4435,9996,24504,2062.600726,2467.80901,978.985923,7927.908603,1882.326892,2735,2384.511996,Sunset Park,1.61E-05
2576,36,47,10100,36047010100,40.6583838,-73.9997781,New York,Kings County,1423,412,1005,0.290755116,0.709244884,50513,572600,15553.6006,12396,23256,1459.279558,4543.866607,639.2295347,23905.57726,1743.440126,2142,4766.515411,Sunset Park,3.30E-05
2577,36,47,10200,36047010200,40.6392844,-74.0127872,New York,Kings County,1422,410,1062,0.278532609,0.721467391,37704,611300,12826.9402,11988,15000,1485.002722,3391.640698,642.9486312,16109.97151,2098.2864,3000,3277.161197,Sunset Park,1.62E-05
2578,36,47,10400,36047010400,40.636624,-74.0083814,New York,Kings County,1605,293,1351,0.178223844,0.821776156,25625,671700,10905.9781,10968,10620,2285.961887,2305.0815,1384.950489,8219.859059,1966.804244,3538,2227.277097,Sunset Park,1.62E-05
2579,36,47,10600,36047010600,40.6388746,-74.00604,New York,Kings County,1521,364,1172,0.236979167,0.763020833,30459,612000,12675.0625,10656,19176,1724.068966,2739.92107,840.7872816,10316.05513,2080.521957,3262,2647.439341,Sunset Park,1.61E-05
2580,36,47,10800,36047010800,40.641116,-74.0037106,New York,Kings County,1475,343,1108,0.236388697,0.763611303,37953,615700,12673.0586,10920,18336,1909.039927,3414.039343,987.9927886,16696.68223,1870.416014,3159,3298.803812,Sunset Park,1.61E-05
2581,36,47,11000,36047011000,40.6445789,-73.9927738,New York,Kings County,677,226,477,0.321479374,0.678520626,37083,581800,11663.1294,11748,11484,635.3000926,3335.779015,998.3327146,16211.26761,2008.607594,2791,3864.216383,Borough Park,1.68E-05
2582,36,47,11200,36047011200,40.6422528,-73.9956749,New York,Kings County,1928,223,1818,0.109260167,0.890739833,24819,339500,10893.5189,9960,18504,2567.73742,2232.578254,4007.774993,7369.65725,1757.527104,3600,2565.718493,Borough Park,1.82E-05
2583,36,47,11400,36047011400,40.6394233,-73.9992118,New York,Kings County,1173,235,1015,0.188,0.812,40779,917300,12573.168,9972,23808,1460.662016,3668.250478,2171.041873,18439.39443,1889.202946,4769,4208.984143,Borough Park,1.79E-05
2584,36,47,11600,36047011600,40.6358731,-74.0036488,New York,Kings County,1267,356,921,0.278778387,0.721221613,31315,747200,11347.7338,9936,15000,1225.092483,2816.922036,1125.763885,12046.62124,1937.377232,4232,3166.345688,Borough Park,1.71E-05
2585,36,47,11700,36047011700,40.6685527,-73.9933231,New York,Kings County,998,440,803,0.353982301,0.646017699,64471,821400,18112.5664,14400,24888,1312.989343,5799.450122,2242.037339,27377.57798,1758.98311,1857,11422.42239,Gowanus,2.16E-05
